type,queue,priority,language,tag_1,tag_2
Request,Customer Service,medium,en,Technical,Integration
Incident,Technical Support,low,de,Bug,Security
Incident,Technical Support,high,en,Disruption,Performance
Request,Customer Service,low,en,Product,Integration
Incident,Customer Service,high,en,Feedback,Performance
Incident,Product Support,low,en,Performance,Feedback
Problem,Technical Support,medium,en,Technical,Bug
Request,General Inquiry,high,en,Documentation,Technical
Incident,Returns and Exchanges,low,en,Security,Breach
Request,Customer Service,medium,de,Feature,Documentation
Problem,Technical Support,high,de,Bug,Performance
Change,Product Support,medium,en,Security,IT
Change,IT Support,high,en,Security,IT
Request,Billing and Payments,low,en,Billing,Pricing
Incident,Customer Service,low,de,Performance,Bug
Incident,Customer Service,high,en,Feature,IT
Incident,Product Support,low,en,Technical,Feedback
Incident,Product Support,high,en,Bug,Performance
Request,Technical Support,medium,de,Feature,Documentation
Incident,Product Support,medium,en,Bug,Network
Problem,IT Support,medium,de,Technical,Product
Problem,Product Support,medium,en,Technical,Bug
Incident,Product Support,medium,de,Technical,Integration
Incident,Technical Support,high,en,Technical,Bug
Change,General Inquiry,low,en,Feature,Feedback
Incident,General Inquiry,medium,de,Technical,Bug
Request,Product Support,medium,en,Feature,Documentation
Request,Product Support,medium,en,Feedback,IT
Incident,Human Resources,low,de,Technical,Database
Change,IT Support,high,de,Security,Hardware
Incident,Billing and Payments,medium,de,Security,IT
Incident,Sales and Pre-Sales,medium,en,Performance,Network
Request,Billing and Payments,medium,en,Security,Technical
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Problem,Product Support,high,en,Security,IT
Problem,Product Support,medium,de,Security,Breach
Incident,Customer Service,medium,en,Technical,Outage
Incident,IT Support,high,de,Technical,Bug
Incident,Product Support,high,en,Feedback,Performance
Incident,Technical Support,high,en,Security,Network
Incident,Product Support,low,en,Technical,Security
Request,Billing and Payments,medium,de,Feedback,Sales
Incident,Technical Support,high,en,Security,IT
Request,Billing and Payments,medium,en,Feature,Integration
Incident,Billing and Payments,medium,en,Billing,Payment
Incident,Billing and Payments,medium,en,Billing,Product
Incident,Returns and Exchanges,medium,en,Bug,Performance
Incident,Service Outages and Maintenance,high,de,Technical,Customer
Incident,IT Support,high,en,Technical,Security
Incident,IT Support,high,en,Security,Network
Request,Billing and Payments,high,en,Feedback,Sales
Request,Customer Service,medium,de,Digital,Strategy
Change,Technical Support,high,en,Technical,Product
Problem,Product Support,medium,de,Technical,Bug
Incident,Service Outages and Maintenance,high,de,Disruption,Outage
Incident,Customer Service,medium,en,Disruption,Performance
Change,IT Support,medium,en,Technical,Upgrade
Incident,IT Support,high,en,Login,Outage
Request,Billing and Payments,medium,en,Security,IT
Problem,Customer Service,low,en,Technical,Integration
Problem,Customer Service,medium,en,Disruption,Integration
Request,Billing and Payments,high,de,Feature,Feedback
Request,Billing and Payments,medium,en,Security,Hardware
Request,Customer Service,high,en,Feedback,Sales
Request,Technical Support,medium,de,Feedback,Performance
Problem,Product Support,medium,en,Bug,Performance
Incident,Technical Support,high,de,Bug,Performance
Request,Product Support,low,en,Onboarding,Guidance
Problem,Billing and Payments,high,en,Security,Virus
Problem,Billing and Payments,low,de,Billing,Refund
Change,Technical Support,medium,en,Customer,Strategy
Problem,Product Support,high,en,Technical,Bug
Request,Customer Service,high,en,Feedback,Feature
Request,Technical Support,high,de,Feedback,Sales
Incident,Product Support,low,de,Login,Guidance
Problem,Product Support,medium,en,Technical,Bug
Incident,Billing and Payments,medium,de,Security,Login
Incident,Billing and Payments,medium,de,Technical,Security
Request,Customer Service,low,en,Guidance,Product
Request,Product Support,low,en,Security,Compliance
Problem,Billing and Payments,high,en,Billing,Refund
Incident,Customer Service,low,en,Technical,Bug
Incident,Technical Support,low,en,Login,Technical
Request,IT Support,high,en,Feature,Documentation
Problem,Customer Service,low,de,Technical,Customer
Incident,IT Support,medium,en,Performance,Outage
Incident,Technical Support,high,en,Feedback,Performance
Request,Customer Service,medium,en,Security,IT
Change,General Inquiry,low,en,Product,Feature
Incident,Technical Support,low,de,Technical,Bug
Incident,Service Outages and Maintenance,high,en,Network,Disruption
Problem,Sales and Pre-Sales,medium,de,Security,Breach
Problem,Technical Support,medium,de,Technical,Product
Request,Product Support,high,en,Technical,Security
Incident,Technical Support,medium,en,Technical,Integration
Problem,Billing and Payments,medium,en,Billing,Refund
Incident,IT Support,high,en,Technical,Bug
Problem,Human Resources,low,en,Feedback,Sales
Request,Technical Support,medium,en,Technical,Security
Incident,Customer Service,medium,en,Technical,Customer
Request,Technical Support,medium,en,Technical,Documentation
Incident,Technical Support,high,en,Security,Network
Request,Product Support,medium,de,Customer,Product
Request,Billing and Payments,medium,de,Billing,Payment
Request,Customer Service,high,de,Customer,Documentation
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Request,Customer Service,medium,en,Technical,Product
Incident,Technical Support,high,en,Security,Network
Incident,Technical Support,high,de,"Technical,Customer,Bug,IT,Outage,Resolution",None
Request,Billing and Payments,high,en,Security,Documentation
Request,Sales and Pre-Sales,low,en,Feature,Documentation
Request,Sales and Pre-Sales,medium,en,Customer,Tools
Incident,IT Support,high,de,Bug,Performance
Incident,Technical Support,high,en,Technical,Product
Problem,Service Outages and Maintenance,high,de,Outage,Network
Incident,Service Outages and Maintenance,high,en,Technical,Integration
Incident,Technical Support,high,en,Security,Breach
Incident,Technical Support,medium,en,Technical,Sync
Change,Service Outages and Maintenance,high,de,Security,Performance
Problem,Technical Support,high,en,Bug,Performance
Incident,Customer Service,low,en,Login,Account
Request,Billing and Payments,medium,de,Security,Bug
Problem,Customer Service,medium,de,Technical,Bug
Request,Product Support,medium,de,Documentation,Feature
Incident,Service Outages and Maintenance,high,de,Bug,Network
Incident,Technical Support,medium,en,Feedback,Performance
Incident,Technical Support,medium,en,Bug,Performance
Incident,Product Support,medium,de,Feedback,Performance
Incident,Customer Service,high,de,Crash,Technical
Problem,Customer Service,medium,en,Feedback,Sales
Problem,Returns and Exchanges,medium,en,Bug,Performance
Request,Service Outages and Maintenance,medium,de,Customer,Product
Incident,Product Support,medium,en,Performance,Bug
Change,IT Support,high,en,Technical,Customer
Problem,Customer Service,high,en,Technical,Bug
Request,Billing and Payments,medium,en,Security,Healthcare
Request,Customer Service,low,en,Documentation,Feature
Incident,Technical Support,low,en,Performance,IT
Incident,Technical Support,medium,de,Technical,Customer
Incident,Technical Support,high,de,Technical,Crash
Problem,Sales and Pre-Sales,high,en,Technical,Bug
Problem,Billing and Payments,high,en,Billing,Payment
Incident,Service Outages and Maintenance,medium,en,Outage,Disruption
Incident,Product Support,medium,de,Technical,Bug
Request,Billing and Payments,medium,de,Feedback,Sales
Incident,Billing and Payments,high,en,Billing,Payment
Problem,Billing and Payments,high,de,Billing,Payment
Request,Technical Support,high,de,Backup,Security
Request,Customer Service,low,en,Technical,Documentation
Incident,Billing and Payments,low,en,Billing,Payment
Problem,Customer Service,medium,de,Technical,Bug
Incident,Technical Support,high,en,Security,Network
Incident,Product Support,medium,en,Login,Bug
Incident,Technical Support,high,de,Technical,Error
Incident,Product Support,medium,en,Technical,Product
Problem,Product Support,low,de,Performance,Network
Problem,Product Support,medium,de,Technical,Campaign
Request,Billing and Payments,medium,en,Billing,Payment
Change,Sales and Pre-Sales,low,de,Customer,Product
Request,Billing and Payments,medium,de,Billing,Payment
Request,Product Support,medium,en,Documentation,Technical
Request,Billing and Payments,low,de,Product,Feature
Request,Technical Support,high,de,Customer,Technical
Incident,Product Support,low,en,"Technical,Crash,Campaign,Resolution,Urgent",None
Request,IT Support,medium,de,Customer,Guidance
Request,Customer Service,low,en,Feedback,Documentation
Incident,Technical Support,high,en,Crash,Bug
Problem,Technical Support,high,en,Security,Virus
Problem,Technical Support,medium,en,Technical,Performance
Incident,Product Support,medium,en,Security,Breach
Problem,IT Support,medium,de,Bug,Network
Incident,Technical Support,high,de,Bug,Network
Change,Customer Service,medium,de,Product,Feature
Incident,Technical Support,high,de,Bug,Hardware
Request,Technical Support,medium,en,Feature,IT
Problem,Billing and Payments,medium,de,Billing,Account
Request,Billing and Payments,low,en,Technical,Product
Incident,IT Support,high,en,Crash,Bug
Request,Technical Support,medium,de,Technical,Product
Incident,Technical Support,high,en,Technical,Customer
Request,Customer Service,medium,en,Security,Compliance
Change,General Inquiry,low,en,Product,Feedback
Change,Product Support,low,en,Feature,Feedback
Request,Customer Service,medium,de,Technical,Integration
Request,Customer Service,medium,de,Feature,Documentation
Request,Returns and Exchanges,medium,de,Customer,Product
Incident,Technical Support,medium,de,Feedback,Performance
Change,Customer Service,medium,en,Customer,Marketing
Problem,Billing and Payments,medium,en,Security,Breach
Incident,Technical Support,high,en,Bug,Performance
Request,Human Resources,medium,en,Feature,Documentation
Request,Customer Service,medium,de,Technical,Integration
Problem,Returns and Exchanges,low,de,Bug,Hardware
Request,Customer Service,high,de,Customer,Product
Incident,Technical Support,high,de,Technical,Customer
Request,Customer Service,medium,en,Technical,Integration
Request,Customer Service,medium,de,Security,Documentation
Problem,Technical Support,high,en,Bug,Crash
Problem,Returns and Exchanges,low,de,Security,Bug
Problem,Service Outages and Maintenance,low,en,Disruption,Outage
Problem,Customer Service,low,en,Bug,Performance
Request,Billing and Payments,medium,de,Security,Documentation
Problem,Technical Support,medium,de,Bug,Crash
Incident,IT Support,high,de,Technical,Outage
Problem,Billing and Payments,high,en,Bug,Account
Problem,Human Resources,low,en,Onboarding,Employee
Request,Sales and Pre-Sales,medium,en,Feature,Documentation
Incident,Product Support,high,en,Technical,Bug
Incident,Technical Support,low,en,Technical,Bug
Problem,IT Support,medium,en,Technical,Performance
Incident,Customer Service,low,en,Bug,Performance
Incident,Technical Support,high,en,Incident,Crash
Request,Product Support,high,en,Customer,Product
Problem,Technical Support,high,de,Bug,Performance
Incident,Technical Support,high,en,Security,IT
Incident,Technical Support,high,de,Bug,Performance
Request,Customer Service,low,en,Feature,Product
Incident,Technical Support,high,en,Security,Incident
Request,Customer Service,medium,en,Technical,Customer
Incident,General Inquiry,medium,en,Bug,Performance
Request,Billing and Payments,medium,en,Payment,Billing
Request,Returns and Exchanges,high,en,Customer,Guidance
Request,Billing and Payments,medium,de,Feedback,Sales
Problem,General Inquiry,low,en,Feedback,Performance
Problem,Customer Service,medium,de,Security,Bug
Incident,Customer Service,high,de,Technical,Customer
Problem,Technical Support,high,en,Outage,Disruption
Request,Product Support,high,en,Feedback,Sales
Incident,Customer Service,medium,en,Security,Virus
Problem,Product Support,medium,en,Security,Breach
Problem,Billing and Payments,high,en,Billing,Refund
Incident,Technical Support,medium,en,Technical,Product
Change,Human Resources,medium,de,HR,Integration
Problem,Customer Service,medium,en,Feedback,Performance
Change,Product Support,high,en,Technical,Integration
Incident,Technical Support,medium,en,Technical,Marketing
Problem,Technical Support,high,de,Technical,Bug
Request,Billing and Payments,low,de,Sales,Product
Incident,Technical Support,high,en,Technical,Security
Incident,Returns and Exchanges,low,de,Bug,Performance
Incident,Product Support,medium,en,Performance,Bug
Incident,Technical Support,high,en,Security,Network
Request,IT Support,medium,de,Feedback,Documentation
Request,Service Outages and Maintenance,high,de,Customer,Marketing
Incident,Technical Support,medium,en,Technical,Product
Request,Technical Support,high,en,Security,Compliance
